Subject,Condition,Gender,Type,Birth,Time.100,Target,Distractor,Other,Saccade,Track_Loss,Bins
29,2,Feminine,Match,US,150,129,821,0,50,0,1000
29,2,Feminine,Match,US,250,68,875,0,57,0,1000
29,2,Feminine,Match,US,350,243,598,0,159,0,1000
29,2,Feminine,Match,US,450,442,499,0,59,0,1000
29,2,Feminine,Match,US,550,381,383,0,236,0,1000
29,2,Feminine,Match,US,650,689,220,0,91,0,1000
29,2,Feminine,Match,US,750,815,128,0,57,0,1000
29,4,Masculine,Control,US,50,818,117,0,65,0,1000
29,4,Masculine,Control,US,150,872,100,0,28,0,1000
29,4,Masculine,Control,US,250,703,219,0,78,0,1000
29,4,Masculine,Control,US,350,624,264,32,80,0,1000
29,4,Masculine,Control,US,450,587,202,84,127,0,1000
29,4,Masculine,Control,US,550,641,185,0,174,0,1000
29,4,Masculine,Control,US,650,755,200,0,45,0,1000
29,4,Masculine,Control,US,750,800,200,0,0,0,1000
29,5,Masculine,Match,US,50,776,200,0,24,0,1000
29,5,Masculine,Match,US,150,719,176,0,105,0,1000
29,5,Masculine,Match,US,250,740,133,0,127,0,1000
29,5,Masculine,Match,US,350,663,201,0,136,0,1000
29,5,Masculine,Match,US,450,488,389,96,27,0,1000
29,5,Masculine,Match,US,550,388,444,50,118,0,1000
29,5,Masculine,Match,US,650,563,373,0,64,0,1000
29,5,Masculine,Match,US,750,571,217,38,174,0,1000
29,7,Feminine,Filler,US,50,1486,1047,260,207,0,3000
29,7,Feminine,Filler,US,150,1276,1232,249,243,0,3000
29,7,Feminine,Filler,US,250,1463,1195,106,236,0,3000
29,7,Feminine,Filler,US,350,1814,872,0,314,0,3000
29,7,Feminine,Filler,US,450,2283,562,0,155,0,3000
29,7,Feminine,Filler,US,550,2408,402,0,190,0,3000
29,7,Feminine,Filler,US,650,2518,336,0,146,0,3000
29,7,Feminine,Filler,US,750,2551,224,0,225,0,3000
29,8,Masculine,Filler,US,50,1067,1213,289,431,0,3000
29,8,Masculine,Filler,US,150,1232,1423,214,131,0,3000
29,8,Masculine,Filler,US,250,1187,1253,171,389,0,3000
29,8,Masculine,Filler,US,350,1512,1108,146,234,0,3000
29,8,Masculine,Filler,US,450,1961,526,100,413,0,3000
29,8,Masculine,Filler,US,550,2447,237,68,248,0,3000
29,8,Masculine,Filler,US,650,2687,68,0,245,0,3000
29,8,Masculine,Filler,US,750,2739,0,63,198,0,3000
03,1,Feminine,Control,US,50,300,254,292,154,0,1000
03,1,Feminine,Control,US,150,551,200,194,55,0,1000
03,1,Feminine,Control,US,250,533,143,204,120,0,1000
03,1,Feminine,Control,US,350,515,46,282,157,0,1000
03,1,Feminine,Control,US,450,600,168,165,67,0,1000
03,1,Feminine,Control,US,550,651,198,100,51,0,1000
03,1,Feminine,Control,US,650,706,17,139,138,0,1000
03,1,Feminine,Control,US,750,940,0,36,24,0,1000
03,2,Feminine,Match,US,50,127,684,100,89,0,1000
03,2,Feminine,Match,US,150,171,596,40,193,0,1000
03,2,Feminine,Match,US,250,252,502,144,102,0,1000
03,2,Feminine,Match,US,350,328,402,197,73,0,1000
03,2,Feminine,Match,US,450,461,284,157,98,0,1000
03,2,Feminine,Match,US,550,604,228,40,128,0,1000
03,2,Feminine,Match,US,650,680,274,0,46,0,1000
03,2,Feminine,Match,US,750,695,9,113,183,0,1000
03,4,Masculine,Control,US,50,300,500,170,20,10,1000
03,4,Masculine,Control,US,150,285,566,129,20,0,1000
03,4,Masculine,Control,US,250,185,575,200,40,0,1000
03,4,Masculine,Control,US,350,374,263,178,185,0,1000
03,4,Masculine,Control,US,450,586,171,200,43,0,1000
03,4,Masculine,Control,US,550,656,47,159,138,0,1000
03,4,Masculine,Control,US,650,652,0,291,57,0,1000
03,4,Masculine,Control,US,750,673,0,283,44,0,1000
03,5,Masculine,Match,US,50,317,456,176,51,0,1000
03,5,Masculine,Match,US,150,389,500,89,22,0,1000
03,5,Masculine,Match,US,250,377,487,100,36,0,1000
03,5,Masculine,Match,US,350,444,168,167,221,0,1000
03,5,Masculine,Match,US,450,763,42,105,90,0,1000
03,5,Masculine,Match,US,550,665,148,83,104,0,1000
03,5,Masculine,Match,US,650,472,267,151,110,0,1000
03,5,Masculine,Match,US,750,618,189,126,67,0,1000
03,7,Feminine,Filler,US,50,1453,847,478,158,64,3000
03,7,Feminine,Filler,US,150,1464,759,581,196,0,3000
03,7,Feminine,Filler,US,250,1463,474,766,297,0,3000
03,7,Feminine,Filler,US,350,1613,364,774,249,0,3000
03,7,Feminine,Filler,US,450,1743,221,791,245,0,3000
03,7,Feminine,Filler,US,550,2002,26,774,198,0,3000
03,7,Feminine,Filler,US,650,1940,152,734,174,0,3000
03,7,Feminine,Filler,US,750,1920,200,758,122,0,3000
03,8,Masculine,Filler,US,50,1228,937,642,193,0,3000
03,8,Masculine,Filler,US,150,1281,866,648,205,0,3000
03,8,Masculine,Filler,US,250,1404,710,455,431,0,3000
03,8,Masculine,Filler,US,350,1688,581,520,211,0,3000
03,8,Masculine,Filler,US,450,1877,363,418,342,0,3000
03,8,Masculine,Filler,US,550,2264,182,328,226,0,3000
03,8,Masculine,Filler,US,650,2230,88,459,223,0,3000
03,8,Masculine,Filler,US,750,2401,0,496,103,0,3000
