"ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","Congruency","Distractor","DistractorGender","DistractorTransparency","Expirement","Expirement.Cycle","Expirement.Sample","Practice","Practice.Cycle","Practice.Sample","Procedure","Running","Target","Target.OnsetDelay","Target.OnsetTime","Target.OnsetToOnsetTime","Target.RT","Target.RTTime","TargetGender","Keep"
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",97,"c","lente","f","o",91,1,91,NA,NA,NA,"Proc","Expirement","flecha",1,420091,0,753,420844,"f",1
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",98,"c","pared","f","o",92,1,92,NA,NA,NA,"Proc","Expirement","cinta",1,423878,0,1819,425697,"f",0
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",99,"i","jugo","m","t",93,1,93,NA,NA,NA,"Proc","Expirement","mochila",1,428733,0,1447,430180,"f",1
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",100,"c","torre","f","o",94,1,94,NA,NA,NA,"Proc","Expirement","barba",1,433204,0,649,433853,"f",1
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",101,"c","coche","m","o",95,1,95,NA,NA,NA,"Proc","Expirement","ladrillo",1,436890,0,1126,438016,"m",0
"PictureNamingScript2","2",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2872826519384</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T15:44:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScript2-2-1",59.945,"1.0.0.164",1,-505946708,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 15:44","11:44:41","2.0.10.248",102,"i","cuerpo","m","t",96,1,96,NA,NA,NA,"Proc","Expirement","escoba",1,441028,0,1112,442140,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",1,"","servilleta","","",NA,NA,NA,1,1,1,"Proc","Practice","ave",1,62234,0,954,63188,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",2,"","escritorio","","",NA,NA,NA,2,1,2,"Proc","Practice","pez",1,66204,0,1009,67213,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",3,"","tigre","","",NA,NA,NA,3,1,3,"Proc","Practice","ventana",1,70225,0,2630,72855,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",4,"","luz","","",NA,NA,NA,4,1,4,"Proc","Practice","araña",1,75880,0,4339,80219,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",5,"","abeja","","",NA,NA,NA,5,1,5,"Proc","Practice","telescopio",1,83237,0,2195,85432,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",6,"","sonrisa","","",NA,NA,NA,6,1,6,"Proc","Practice","murciélago",0,88458,0,1182,89640,"",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",7,"i","ferrocarril","m","o",1,1,1,NA,NA,NA,"Proc","Expirement","escalera",1,95565,0,821,96386,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",8,"i","sombrero","m","t",2,1,2,NA,NA,NA,"Proc","Expirement","mantequilla",1,99402,0,794,100196,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",9,"i","aceite","m","o",3,1,3,NA,NA,NA,"Proc","Expirement","hoja",1,103222,0,953,104175,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",10,"c","frasco","m","t",4,1,4,NA,NA,NA,"Proc","Expirement","regalo",0,107209,0,959,108168,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",11,"i","tarde","f","o",5,1,5,NA,NA,NA,"Proc","Expirement","piso",1,111197,0,585,111782,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",12,"c","césped","m","o",6,1,6,NA,NA,NA,"Proc","Expirement","nudo",1,114800,0,1405,116205,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",13,"i","yeso","m","t",7,1,7,NA,NA,NA,"Proc","Expirement","bufanda",1,119237,0,796,120033,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",14,"i","vientre","m","o",8,1,8,NA,NA,NA,"Proc","Expirement","piscina",1,123058,0,1253,124311,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",15,"i","vidrio","m","t",9,1,9,NA,NA,NA,"Proc","Expirement","corbata",1,127328,0,862,128190,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",16,"c","paisaje","m","o",10,1,10,NA,NA,NA,"Proc","Expirement","banco",1,131215,0,1436,132651,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",17,"i","bandera","f","t",11,1,11,NA,NA,NA,"Proc","Expirement","cepillo",1,135670,0,1085,136755,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",18,"c","gota","f","t",12,1,12,NA,NA,NA,"Proc","Expirement","caja",1,139773,0,1165,140938,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",19,"c","árbol","m","o",13,1,13,NA,NA,NA,"Proc","Expirement","vestido",1,143961,0,555,144516,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",20,"i","puente","m","o",14,1,14,NA,NA,NA,"Proc","Expirement","aguja",1,147547,0,3616,151163,"f",0
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",21,"c","herida","f","t",15,1,15,NA,NA,NA,"Proc","Expirement","iglesia",1,154187,0,992,155179,"f",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",22,"c","brazo","m","t",16,1,16,NA,NA,NA,"Proc","Expirement","nido",1,158207,0,1104,159311,"m",1
"PictureNamingScriptP3","3",1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312841</Frequency><Timestamp dt:dt=""r8"">2887240479755</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-04-09T16:57:12Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","PictureNamingScriptP3-3-1",59.944,"1.0.0.174",1,1023108906,"Professional","2.0.10.353","2.0.10.353","4/9/2015","4/9/2015 16:57","12:57:13","2.0.10.248",23,"i","anillo","m","t",17,1,17,NA,NA,NA,"Proc","Expirement","madera",1,162328,0,638,162966,"f",1
